Date,Keywords,Classification,Positive,Negative,Neutral
20170825,gold fed policy interest rates jackson hole precious metals,negative,0.03,0.96,0.01
20170825,gold prices federal reserve jackson hole us dollar monetary policy,negative,0.01,0.78,0.21
20170825,hurricane harvey oil prices refinery shutdowns opec us production,positive,0.99,0.01,0.0
20170825,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170826,tropical storm harvey oil production gulf mexico platform evacuations natural gas,positive,0.99,0.0,0.0
20170826,hurricane harvey texas flooding power outages oil refineries,positive,0.99,0.01,0.0
20170827,oil prices hurricane harvey gulf production opec cuts us shale,negative,0.44,0.56,0.0
20170827,hurricane harvey oil prices refinery shutdowns gulf coast fuel shortages,positive,0.89,0.11,0.0
20170827,hurricane harvey oil production refinery shutdowns gasoline prices gulf coast,positive,0.99,0.01,0.0
20170827,gold prices us dollar federal reserve jackson hole economic data,negative,0.07,0.91,0.03
20170827,gold prices us dollar federal reserve jackson hole hurricane harvey,negative,0.26,0.74,0.0
20170827,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170827,harmony gold kusasalethu mine earth tremor mining accident south africa,negative,0.43,0.56,0.0
20170827,gasoline prices tropical storm harvey refinery shutdowns houston flooding oil futures,positive,0.98,0.02,0.0
20170828,eln oil pipeline ecopetrol bombing colombia,negative,0.16,0.84,0.0
20170828,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170828,crude oil gulf coast refinery shutdowns tropical storm harvey opec,positive,0.99,0.01,0.0
20170828,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170828,tropical storm harvey crude oil refinery shutdowns gulf mexico opec,positive,1.0,0.0,0.0
20170828,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170828,gold dollar federal reserve interest rates safehaven,neutral,0.01,0.0,0.99
20170828,gold dollar yellen jackson hole fed,negative,0.2,0.8,0.0
20170828,gold federal reserve dollar safehaven commodities,negative,0.18,0.8,0.02
20170828,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170828,hurricane harvey oil production refinery shutdowns gas prices texas,positive,0.94,0.06,0.0
20170828,harvey refinery shutdowns fuel prices gulf coast flooding,positive,0.9,0.1,0.0
20170828,manufacturing china pmi economic growth recovery,positive,0.89,0.11,0.0
20170828,harvey gasoline refineries crude oil flooding,positive,1.0,0.0,0.0
20170828,hurricane harvey oil prices refinery shutdowns us production opec,negative,0.45,0.55,0.0
20170828,hurricane harvey oil prices gasoline futures refinery shutdowns us gulf coast,positive,0.99,0.01,0.0
20170828,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170828,harmony gold kusasalethu mining accident south africa earth tremor,positive,0.95,0.04,0.0
20170828,trump china steel tariffs overcapacity,negative,0.17,0.83,0.0
20170828,softwood lumber trade dispute antidumping uscanada tariffs,positive,0.9,0.09,0.0
20170828,natural gas hurricane harvey futures storage weather,positive,0.43,0.41,0.16
20170828,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170829,crude oil hurricane harvey refinery shutdowns us inventories oil prices,positive,0.57,0.42,0.0
20170829,hurricane harvey crude oil refinery shutdowns demand concerns us production,positive,0.98,0.02,0.0
20170829,russian oil us sanctions financing restrictions energy sector workarounds,negative,0.42,0.57,0.01
20170829,tropical storm harvey houston firefighter rescue national guard flooding,positive,0.99,0.01,0.0
20170829,hurricane harvey oil production texas refinery shutdowns fuel prices,positive,0.99,0.0,0.0
20170829,gasoline refinery shutdown hurricane crude oil flooding,positive,1.0,0.0,0.0
20170829,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170829,gold safe north korea dollar investor sentiment,positive,0.92,0.02,0.06
20170829,gold north korea safehaven missile markets,negative,0.45,0.54,0.01
20170829,gold north korea safehaven us dollar geopolitical tensions,negative,0.16,0.84,0.0
20170829,manufacturing china pmi economic recovery may,positive,0.96,0.04,0.0
20170829,harvey refinery closures fuel prices gulf coast supply shortages,positive,0.96,0.04,0.0
20170829,vehicle miles gasoline demand us roads refiners department transportation,positive,0.7,0.27,0.02
20170829,oil prices gasoline futures tropical storm harvey refinery shutdowns us stockpiles,positive,0.96,0.04,0.0
20170829,hurricane harvey oil prices refinery shutdowns gasoline futures us gulf coast,positive,0.83,0.17,0.0
20170829,crude oil api inventories gasoline cushing,negative,0.01,0.99,0.0
20170829,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170829,natural gas harvey production demand storage,negative,0.08,0.92,0.01
20170830,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170830,hurricane harvey oil prices refinery shutdowns gasoline surge texas flooding,positive,0.72,0.28,0.0
20170830,crude oil hurricane harvey refinery shutdowns china pmi inventories,positive,0.99,0.01,0.0
20170830,tropical storm harvey oil prices refineries fuel shortages crude inventories,negative,0.45,0.55,0.0
20170830,tropical storm harvey refinery shutdowns crude inventories oil prices gasoline supply,negative,0.22,0.76,0.01
20170830,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170830,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170830,gold north korea safe dollar investor sentiment,positive,0.77,0.16,0.06
20170830,gold prices us economy federal reserve asian data dollar strength,positive,0.96,0.04,0.0
20170830,gold north korea dollar safehaven comex,negative,0.27,0.68,0.05
20170830,gold us dollar economic data jobs report north korea,negative,0.29,0.71,0.0
20170830,gold us dollar rate hike economic data precious metals,positive,0.53,0.47,0.0
20170830,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170830,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170830,pdvsa sanctions venezuela oil exports simon zerpa,negative,0.14,0.85,0.01
20170830,crude oil inventories hurricane harvey refinery shutdowns gasoline stocks,positive,1.0,0.0,0.0
20170831,opec hurricane harvey oil prices us refineries global market,negative,0.03,0.97,0.0
20170831,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170831,hurricane harvey oil refineries corpus christi port reopening energy recovery,negative,0.06,0.94,0.0
20170831,crude oil hurricane harvey refinery shutdowns manufacturing pmi gasoline futures,positive,0.99,0.01,0.0
20170831,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170831,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170831,hurricane harvey fuel shortages venezuela latin america oil tankers,positive,0.99,0.01,0.0
20170831,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170831,gasoline futures hurricane harvey oil prices refinery shutdowns supply squeeze,positive,0.69,0.31,0.0
20170831,tropical storm harvey fuel pipelines refinery shutdowns gasoline prices supply shortage,positive,0.89,0.11,0.0
20170831,gold inflation dollar geopolitical tensions precious metals,negative,0.02,0.98,0.0
20170831,gold federal reserve economic data precious metals china,negative,0.11,0.86,0.03
20170831,gold china manufacturing inflation geopolitical,negative,0.06,0.94,0.0
20170831,gold us dollar economic data nonfarm payrolls futures,negative,0.07,0.93,0.0
20170831,irma hurricane atlantic national hurricane center leeward islands,positive,0.68,0.32,0.0
20170831,oil prices tropical storm harvey refining capacity gasoline futures crude stocks,negative,0.23,0.71,0.06
20170831,hurricane harvey oil prices refining capacity gasoline futures us crude,negative,0.18,0.82,0.0
20170831,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170831,saudi aramco seismic technology empty quarter oil reserves turayqa,negative,0.0,1.0,0.0
20170831,hurricane harvey fuel shortages gasoline prices refinery shutdowns pipeline disruptions,negative,0.17,0.83,0.0
20170831,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170831,natural gas futures storage weather harvey,neutral,0.08,0.21,0.71
20170831,china manufacturing recovery june economy,positive,0.71,0.29,0.0
20170901,hurricane harvey asian refiners fuel exports us supply refining margins,negative,0.06,0.94,0.0
20170901,crude oil refinery shutdowns hurricane harvey gasoline prices oil inventories,positive,0.98,0.02,0.0
20170901,jobs report unemployment us economy hiring labor market,negative,0.23,0.77,0.0
20170901,gold us jobs dollar federal reserve russia tensions,negative,0.02,0.98,0.0
20170901,gold us dollar employment inflation futures,negative,0.04,0.96,0.0
20170901,gold jobs report federal reserve safehaven dollar,negative,0.3,0.7,0.0
20170901,tropical storm harvey us oil production refinery shutdowns opec crude prices,positive,0.99,0.01,0.0
20170901,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170901,hurricane harvey oil prices refinery shutdowns gasoline prices opec,negative,0.03,0.97,0.0
20170901,oil prices harvey gulf coast refineries production,negative,0.33,0.66,0.0
20170901,hurricane harvey gasoline prices refinery shutdowns fuel shortages global markets,negative,0.02,0.98,0.0
20170901,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170902,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170902,exxonmobil baytown refinery tropical storm harvey houston ship channel production restart,positive,0.98,0.0,0.02
20170902,hurricane harvey texas refineries gasoline prices fuel supply exxon mobil,negative,0.05,0.94,0.0
20170902,gasoline prices hurricane harvey texas aaa fuel costs,negative,0.03,0.96,0.0
20170903,hurricane harvey gulf mexico oil production offshore platforms natural gas,negative,0.48,0.5,0.02
20170903,oil prices hurricane harvey refinery output gasoline futures us crude,positive,0.72,0.26,0.02
20170903,jobs unemployment economy labor market may,negative,0.32,0.68,0.0
20170903,gold north korea safehaven us jobs sanctions,positive,0.92,0.08,0.0
20170903,hurricane harvey fuel pipelines gasoline prices refinery restart gulf coast,negative,0.08,0.92,0.0
20170903,gasoline prices hurricane harvey refineries aaa retail,negative,0.2,0.79,0.01
20170904,hurricane irma category 4 caribbean puerto rico emergency,positive,0.96,0.04,0.0
20170904,crude oil gulf coast hurricane harvey refinery activity us production,positive,0.96,0.03,0.01
20170904,electric vehicles renewable energy paris agreement energy demand gas overtakes oil,positive,0.98,0.02,0.0
20170904,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170904,gold north korea china pmi safehaven us dollar,negative,0.07,0.84,0.09
20170904,gold north korea safehaven us jobs dollar,negative,0.19,0.8,0.02
20170904,gold north korea safehaven us dollar jobs report,negative,0.42,0.58,0.0
20170904,oil prices harvey gasoline futures gulf coast us production,negative,0.05,0.95,0.0
20170904,hurricane harvey texas recovery oil refineries evacuation lifted hurricane irma,positive,0.69,0.31,0.0
20170904,gasoline prices gulf coast refineries pipelines hurricane harvey,negative,0.05,0.95,0.0
20170904,natural gas futures demand storage prices,negative,0.44,0.55,0.01
20170904,oil futures hurricane harvey refinery activity gasoline prices gulf coast,positive,0.59,0.39,0.02
20170904,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170905,hurricane harvey hurricane irma texas oil production gasoline prices,positive,0.96,0.03,0.01
20170905,jobs unemployment us economy may 2024 labor market,positive,0.58,0.42,0.0
20170905,crude oil hurricane harvey hurricane irma refinery capacity oil prices,positive,0.91,0.08,0.01
20170905,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170905,crude oil refineries hurricane harvey oil prices hurricane irma,negative,0.37,0.63,0.0
20170905,dicamba epa crop damage monsanto herbicide,positive,0.99,0.0,0.0
20170905,hurricane irma fuel shortages florida ports refinery disruptions gas prices,positive,0.91,0.09,0.0
20170905,gold north korea safehaven nuclear test geopolitical risk,positive,0.83,0.17,0.0
20170905,gold federal reserve geopolitical uncertainty safehaven interest rates,negative,0.07,0.77,0.16
20170905,gold north korea safehaven federal reserve dollar,negative,0.19,0.78,0.04
20170905,gold north korea safehaven nuclear test sanctions,positive,0.98,0.01,0.01
20170905,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170905,hurricane harvey houston oil industry recovery mexico,negative,0.36,0.64,0.0
20170905,hurricane irma category 5 leeward islands national hurricane center winds,positive,0.87,0.12,0.0
20170905,motiva port arthur refinery restart harvey,negative,0.35,0.64,0.01
20170905,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170905,oil prices refineries hurricane harvey stockpiles gasoline,negative,0.18,0.82,0.0
20170905,oil prices refineries harvey gasoline futures supply,negative,0.44,0.55,0.02
20170905,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170905,hurricane harvey texas recovery houston energy sector federal aid,positive,0.95,0.04,0.0
20170905,gasoline prices hurricane harvey refinery restart oil production hurricane irma,positive,0.91,0.08,0.01
20170905,natural gas futures demand storage prices,negative,0.44,0.55,0.01
20170905,pdvsa corruption arrests venezuela oil industry,positive,0.99,0.0,0.0
20170906,crude oil inventories gasoline distillates cushing,negative,0.01,0.98,0.0
20170906,hurricane harvey us crude asian traders wtibrent spread refinery closures,negative,0.05,0.94,0.0
20170906,china guinea bauxite mining loan,negative,0.12,0.87,0.01
20170906,crude oil inventories hurricane irma refinery restart output cuts,positive,1.0,0.0,0.0
20170906,oil prices refineries storm harvey storm irma output cuts,positive,0.99,0.01,0.0
20170906,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170906,gold prices debt ceiling us dollar federal reserve interest rates,negative,0.03,0.96,0.01
20170906,gold korean tensions federal reserve inflation safe,negative,0.14,0.85,0.01
20170906,gold north korea safehaven us dollar interest rates,negative,0.21,0.67,0.12
20170906,gold debt ceiling federal reserve interest rates dollar,positive,0.52,0.31,0.17
20170906,hurricane harvey texas flooding recovery lawsuits,positive,0.99,0.01,0.0
20170906,oil prices hurricane harvey refinery operations stockpiles hurricane irma,positive,0.87,0.13,0.0
20170906,oil prices harvey us stockpiles refineries hurricane irma,negative,0.13,0.87,0.0
20170906,oil prices refineries hurricanes supply gulf coast,negative,0.32,0.68,0.0
20170906,fuel efficiency emissions rules california automakers trump administration,positive,0.88,0.1,0.02
20170906,natural gas futures hurricanes storage demand,negative,0.07,0.92,0.01
20170906,stainless steel dumping subsidies china india,negative,0.35,0.63,0.01
20170907,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170907,crude oil stockpiles refinery shutdowns hurricane harvey eia,positive,0.99,0.01,0.0
20170907,jobs report unemployment us economy hiring labor market,negative,0.23,0.77,0.0
20170907,gold us dollar ecb unemployment claims interest rates,negative,0.05,0.94,0.0
20170907,gold dollar ecb jobless claims precious metals,negative,0.14,0.86,0.0
20170907,gold ecb interest rates quantitative easing precious metals,positive,0.64,0.34,0.02
20170907,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170907,oilfield workers drug abuse methamphetamine permian basin workplace safety,positive,0.99,0.01,0.0
20170907,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170907,oil prices hurricane harvey refinery utilization crude stocks hurricane irma,positive,0.9,0.09,0.0
20170907,oil prices us inventories hurricanes gasoline supplies crude futures,negative,0.06,0.92,0.02
20170907,jobs report unemployment us economy hiring labor market,negative,0.23,0.77,0.0
20170907,transcanada energy east pipeline national energy board greenhouse gases,positive,0.93,0.06,0.0
20170907,natural gas futures storage hurricane energy,negative,0.23,0.71,0.06
20170907,oil inventories hurricane harvey wti crude gasoline futures hurricane irma,positive,0.56,0.44,0.0
20170908,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170908,energy east transcanada carbon emissions pipeline review alberta,positive,0.87,0.12,0.0
20170908,oil prices refineries storm harvey crude demand rig count,negative,0.16,0.84,0.0
20170908,gold north korea china trade ecb us dollar,negative,0.18,0.81,0.01
20170908,gold us dollar north korea interest rates hurricane irma,positive,0.51,0.48,0.01
20170908,gold dollar fed policy rate hike geopolitical risk,positive,0.91,0.08,0.0
20170908,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170908,gulf coast petrochemical investment labor shortage hurricane harvey,positive,0.92,0.08,0.0
20170908,pdvsa corruption tarek saab arrests venezuela,positive,0.92,0.07,0.0
20170908,oil prices us crude brent stockpiles hurricane irma,negative,0.14,0.86,0.0
20170908,oil prices hurricane irma refinery shutdowns us production saudi supply cuts,positive,0.62,0.38,0.0
20170910,oil prices hurricanes refinery recovery crude demand energy market,positive,0.78,0.22,0.0
20170910,crude oil hurricane irma china demand refinery recovery oil prices,positive,0.67,0.33,0.0
20170910,gold dollar federal reserve metals inflation,negative,0.18,0.81,0.01
20170910,gold hurricane irma north korea dollar copper,negative,0.35,0.64,0.01
20170910,opec oil cuts kazakhstan saudi arabia venezuela,positive,0.92,0.08,0.0
20170911,crude oil opec inventory supply cuts demand,positive,0.93,0.07,0.0
20170911,oil prices opec supply cuts saudi arabia crude futures,positive,0.98,0.02,0.0
20170911,lng india exxonmobil price cut gorgon,negative,0.04,0.96,0.0
20170911,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170911,gold prices north korea un sanctions us dollar hurricane irma,negative,0.24,0.74,0.02
20170911,gold hurricane irma north korea us dollar comex,positive,0.66,0.33,0.0
20170911,gold dollar safehaven hurricane irma north korea,positive,0.75,0.24,0.01
20170911,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170911,gold prices north korea safehaven federal reserve inflation,negative,0.15,0.84,0.01
20170911,hurricane irma florida power outages utilities nuclear plants,positive,0.99,0.01,0.0
20170911,motiva port arthur refinery restart hurricane harvey crude supply,positive,0.87,0.12,0.0
20170911,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170911,oil prices hurricane irma refinery restarts opec deal brentwti spread,negative,0.04,0.96,0.0
20170911,oil prices hurricane irma opec crude futures supply cuts,positive,0.99,0.01,0.0
20170911,oil supply saudi arabia uae production cuts market fundamentals,positive,0.99,0.01,0.0
20170911,natural gas hurricane irma futures storage demand,negative,0.07,0.92,0.01
20170911,venezuela algeria opec oil prices production pact,neutral,0.02,0.01,0.98
20170911,oil futures hurricane irma opec supply cuts brent crude,positive,0.99,0.01,0.0
20170912,crude oil inventories hurricane harvey refineries gasoline,positive,0.52,0.48,0.01
20170912,crude oil inventories opec hurricane harvey demand,negative,0.06,0.94,0.0
20170912,opec crude oil inventory demand refinery,negative,0.06,0.94,0.01
20170912,gold north korea stocks us treasury yields safehaven,neutral,0.02,0.06,0.92
20170912,gold prices asia north korea indian festival us treasury yields,negative,0.06,0.93,0.01
20170912,crude oil opec supply cuts hurricane irma oil prices,positive,0.99,0.01,0.0
20170912,crude oil opec inventory prices supply,negative,0.04,0.95,0.01
20170912,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170912,carl icahn epa biofuels conflict interest cvr energy,positive,0.79,0.21,0.01
20170912,gold safehaven hurricane irma north korea precious metals,negative,0.35,0.64,0.0
20170912,gold prices hurricane irma north korea un sanctions market sentiment,negative,0.13,0.87,0.0
20170912,oil prices hurricanes refinery restarts opec supply cuts,negative,0.13,0.87,0.0
20170912,china manufacturing recovery economy global,positive,0.8,0.2,0.0
20170912,qatar oil exports gas shipments gulf dispute blockade,negative,0.04,0.93,0.02
20170912,natural gas futures hurricane irma storage demand,negative,0.16,0.84,0.0
20170913,crude oil inventories china iea opec,negative,0.02,0.98,0.0
20170913,crude oil inventories opec hurricanes production cuts,positive,1.0,0.0,0.0
20170913,oil prices global demand crude inventories iea opec,negative,0.04,0.96,0.0
20170913,oil prices us inventories opec production cuts gasoline stocks,positive,0.99,0.0,0.0
20170913,gold dollar safehaven india futures,positive,0.67,0.29,0.04
20170913,gold investors federal reserve inflation precious metals,negative,0.07,0.92,0.01
20170913,gold us dollar north korea sanctions hurricane irma,positive,0.97,0.03,0.0
20170913,gold dollar safehaven futures commodities,negative,0.05,0.95,0.01
20170913,syria wheat russia zernomir trade,negative,0.06,0.94,0.0
20170913,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170913,iran opec oil market output cuts venezuela,positive,1.0,0.0,0.0
20170913,natural gas futures storage hurricane irma demand,negative,0.1,0.89,0.01
20170914,crude oil north korea iea report opec demand growth,positive,0.98,0.02,0.0
20170914,oil prices gasoline inventories opec iea crude supply,negative,0.04,0.95,0.0
20170914,crude oil production opec inventories prices,positive,0.73,0.26,0.01
20170914,crude oil opec demand growth iea production cuts,positive,0.52,0.48,0.0
20170914,gold prices north korea inflation federal reserve us economy,negative,0.02,0.98,0.0
20170914,gold inflation federal reserve dollar commodities,negative,0.23,0.76,0.01
20170914,gold dollar inflation rate hike tax reform,positive,0.92,0.08,0.0
20170914,natural gas futures storage prices demand,negative,0.23,0.75,0.02
20170914,citgo sanctions pdvsa oil supply credit risk,positive,0.99,0.01,0.0
20170915,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170915,crude oil demand supply opec prices,positive,0.84,0.15,0.01
20170915,oil prices opec demand growth crude inventories us rig count,positive,0.95,0.05,0.0
20170915,gold north korea missile test safehaven inflation,positive,0.51,0.48,0.01
20170915,gold federal reserve interest rates inflation precious metals,negative,0.06,0.93,0.01
20170915,nafta produce pork trade retaliation,neutral,0.11,0.25,0.65
20170915,japan rural depopulation gas stations government subsidies elderly residents,positive,0.69,0.3,0.0
20170915,venezuela oil chinese yuan us sanctions currency,negative,0.38,0.6,0.02
20170916,ukraine imf gas prices pension reform anticorruption,negative,0.27,0.72,0.0
20170917,crude oil opec rig count demand growth hurricane harvey,positive,0.98,0.02,0.0
20170917,gold copper fed rates china housing north korea,negative,0.04,0.95,0.0
20170918,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170918,solar panels eu tariffs china trade antidumping market normalization,neutral,0.26,0.1,0.65
20170918,crude oil api inventory opec hurricanes,neutral,0.0,0.04,0.95
20170918,crude oil opec production cuts demand forecasts refinery recovery,positive,0.99,0.0,0.0
20170918,crude oil opec production cuts demand forecasts refinery recovery,positive,0.99,0.0,0.0
20170918,oil prices crude stockpiles opec hurricanes production cuts,positive,0.99,0.01,0.0
20170918,gold federal reserve bond yields dollar safehaven,neutral,0.18,0.05,0.77
20170918,gold dollar federal reserve bond yields safehaven,neutral,0.08,0.02,0.9
20170918,gold prices us dollar federal reserve retail sales north korea,negative,0.31,0.68,0.01
20170918,gold federal reserve interest rates north korea precious metals,negative,0.09,0.9,0.01
20170918,natural gas futures hurricanes demand storage,negative,0.08,0.89,0.03
20170918,manufacturing china recovery pmi economy,positive,0.5,0.5,0.0
20170918,hurricane maria caribbean puerto rico irma jose,positive,0.9,0.09,0.0
20170918,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170918,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170919,crude oil gasoline distillates api inventories,negative,0.01,0.84,0.14
20170919,crude oil inventory opec production cuts prices,positive,0.94,0.06,0.0
20170919,crude oil opec production cuts demand forecast hurricane maria,positive,1.0,0.0,0.0
20170919,crude oil opec inventory futures hurricane,positive,0.68,0.27,0.06
20170919,crude oil opec stockpiles production cuts shale,positive,0.99,0.01,0.0
20170919,gold prices federal reserve interest rates north korea monetary policy,negative,0.03,0.94,0.04
20170919,gold federal reserve dollar housing data north korea,negative,0.08,0.89,0.03
20170919,gold federal reserve north korea interest rates safehaven,neutral,0.02,0.0,0.97
20170919,gold federal reserve interest rates balance sheet precious metals,neutral,0.08,0.33,0.58
20170919,natural gas futures weather hurricane storage,positive,0.56,0.42,0.02
20170919,microgrids renewable energy resilience program distributed generation higashi matsushima,positive,0.87,0.12,0.01
20170919,saudi aramco ipo financial accounts listing venue saudi reforms,negative,0.13,0.8,0.07
20170920,crude oil opec supply cuts inventories prices,positive,0.97,0.03,0.0
20170920,crude oil opec stockpiles production cuts us inventories,positive,0.99,0.01,0.0
20170920,oil prices opec crude inventories production cuts us refineries,positive,0.99,0.01,0.0
20170920,gold federal reserve us dollar north korea interest rates,negative,0.09,0.86,0.05
20170920,gold federal reserve interest rates inflation precious metals,negative,0.06,0.93,0.01
20170920,oil inventories crude prices opec supply cut eia,positive,0.67,0.33,0.0
20170920,hurricane harvey force majeure energy contracts oil production gulf coast,negative,0.05,0.95,0.01
20170920,north korea fuel shipments sanctions russia ship tracking,positive,0.97,0.02,0.01
20170920,oil prices opec output cuts us inventories hurricane harvey,positive,0.97,0.03,0.0
20170921,crude oil opec production cuts us output oil prices,positive,0.99,0.01,0.0
20170921,crude oil opec stockpiles production cuts prices,positive,0.99,0.01,0.0
20170921,crude oil opec north korea production cuts us output,positive,1.0,0.0,0.0
20170921,gold prices north korea nuclear test federal reserve interest rates,negative,0.15,0.83,0.02
20170921,gold federal reserve interest rates us dollar north korea,negative,0.12,0.87,0.01
20170921,natural gas storage futures prices demand,negative,0.3,0.67,0.03
20170921,gold federal reserve rate hike precious metals north korea,positive,0.91,0.09,0.0
20170921,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170921,opec oil prices production cuts us shale crude inventories,positive,0.99,0.01,0.0
20170921,opec oil prices supply cuts us production vienna meeting,positive,0.85,0.15,0.0
20170922,crude oil opec production cuts vienna meeting price increase,positive,0.99,0.01,0.0
20170922,crude oil opec production cuts compliance us rigs,positive,1.0,0.0,0.0
20170922,gold north korea safehaven federal reserve rate hike,positive,0.95,0.05,0.0
20170922,gold north korea safehaven us dollar interest rates,negative,0.21,0.67,0.12
20170922,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170922,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170922,manufacturing china economic growth pmi recovery,positive,0.93,0.07,0.0
20170922,wto china us agricultural quotas trade dispute,positive,0.96,0.04,0.01
20170923,lukoil oil production investment uzbekistan iran,negative,0.0,1.0,0.0
20170924,oil prices opec germany election production cuts us rig count,positive,0.92,0.08,0.0
20170924,gold germany election north korea coalition talks interest rates,negative,0.07,0.83,0.1
20170924,oil prices opec production cuts us rig count brent crude,positive,0.98,0.01,0.0
20170924,gold north korea federal reserve interest rates central banks,negative,0.14,0.82,0.04
20170925,chevron permian basin oil production investment united states,negative,0.02,0.98,0.0
20170925,crude oil opec output cuts inventories market rebalance,positive,1.0,0.0,0.0
20170925,crude oil opec output cuts market rebalance brent,positive,0.99,0.01,0.0
20170925,crude oil opec production cuts compliance us rigs,positive,1.0,0.0,0.0
20170925,china manufacturing recovery pmi economy,positive,0.7,0.3,0.0
20170925,gold prices korean peninsula safehaven federal reserve geopolitical tensions,negative,0.06,0.94,0.0
20170925,gold prices federal reserve interest rates us economic data germany elections,negative,0.03,0.93,0.05
20170925,gold federal reserve interest rates dollar inflation,negative,0.37,0.63,0.01
20170925,gold north korea safehaven federal reserve interest rates,neutral,0.09,0.36,0.55
20170925,natural gas futures weather storage demand,negative,0.03,0.97,0.0
20170925,oil prices opec production cuts strong dollar crude inventories,positive,0.98,0.02,0.0
20170925,crude oil opec production cuts brent us rigs,positive,1.0,0.0,0.0
20170925,opec oil production compliance iran libya,positive,0.97,0.01,0.02
20170925,job growth unemployment us economy may report labor market,negative,0.31,0.69,0.0
20170925,manufacturing china recovery pmi economy,positive,0.5,0.5,0.0
20170925,oil exports lowsulfur crude cleaner fuels refinery demand imo regulations,positive,0.85,0.01,0.13
20170925,uae oil cuts compliance adnoc exports,positive,0.54,0.45,0.0
20170926,manufacturing china pmi economic growth june,positive,0.94,0.06,0.0
20170926,crude oil inventories gasoline distillates api,negative,0.03,0.96,0.01
20170926,us jobs unemployment labor market may report economic growth,positive,0.6,0.4,0.0
20170926,crude oil inventories api prices turkey,negative,0.01,0.92,0.07
20170926,crude oil opec production cuts oil prices us rigs,positive,0.99,0.01,0.0
20170926,crude oil inventory turkey us shale opec,negative,0.03,0.68,0.28
20170926,crude oil opec supply cuts brent pipeline,positive,0.99,0.01,0.0
20170926,commisimpex congo oil revenues unpaid debt french court,positive,0.98,0.02,0.01
20170926,gold federal reserve interest rates north korea safehaven,positive,0.49,0.26,0.25
20170926,gold prices federal reserve interest rates tax cuts north korea,negative,0.06,0.94,0.0
20170926,gold prices federal reserve janet yellen north korea tensions rate hike,negative,0.37,0.63,0.0
20170926,gold federal reserve interest rates us dollar north korea,negative,0.12,0.87,0.01
20170926,manufacturing china pmi economic growth recovery,positive,0.89,0.11,0.0
20170926,enbridge line 3 minnesota pipeline regulatory,positive,0.86,0.14,0.0
